PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA15,PCA16,PCA17,PCA18
-10.987089747687477,-1.8978549341164719,-2.015813748327867,0.7724814470167725,-1.845686980598188,-0.025550768676217913,2.0312712294750437,1.7127425598692878,-1.524892190469026,-1.5068042913627695,-0.17821146769300336,-0.08658217131483545,0.303354322475986,-1.5423131496789846,-0.662888460811213,-0.12570889123688192,-0.2531069649905849,0.37026662267543703
-11.353137279540228,1.0833278492330534,-1.5451879014313246,2.928038120339072,-1.8398587419594432,-0.08422380889555321,0.6396218346069756,1.9140034105962294,-0.5685867822887298,-2.6164253821669994,-1.4383346046351266,-0.19702831392702866,0.318218812612696,-0.8693068382601304,-0.40721106474219326,0.3492184292799261,-0.22231765194307643,1.556964194735812
-12.48457425774923,1.9065286132570616,-0.1306868271094895,1.1779102635197933,-3.6149498309552905,-0.8185367510704942,2.8484935866675647,2.730204686702137,1.9952327619431975,-0.4457119891851037,-0.43619946678430255,-1.1406249086086906,1.6050247002252316,-0.13391918836401562,-0.6781800671809122,2.3772358240757923,1.2143113964121575,0.8312565286848574
-12.51150191410504,-0.812009843545934,0.43061282915704746,-2.948174983302453,-4.452077355316286,0.4989546142944251,0.5005491087179437,-0.3346154898263759,1.5822955899294713,-2.5989319120724472,3.2009508740664727,-0.31626736222108043,0.79548916734873,-0.3690439897841051,-1.14025011019739,0.3139477302318961,-0.8166388691492329,0.7799006509979527
-10.780795019794247,-2.733586680258581,0.3351144910143235,-0.48483363468320123,-1.4259108144137633,-0.34392920554755063,-0.8502461021020052,0.9614963080480589,0.7971124741025246,-0.46965178662260015,0.5405390027237961,0.6935486422349092,1.7349577428977327,1.6482551114558806,-0.49899878694870536,-0.6054298448112672,-0.7805870862482696,0.45120653138777184
-10.903991369166294,-2.4229577819820114,1.072367664001761,0.1435151178755372,0.3931819238082198,-0.23198758646477838,1.3160997083994386,-0.6463582070297264,-0.07856455666734323,-0.11383684270574601,0.526971850382512,-1.2396198661019344,1.1735352884438717,2.223997658975561,-0.35311897288608607,-1.5152574305779996,-0.9547644530115306,0.0020268795136154814
-10.892746541623488,-0.5854203817474123,1.886138206174576,1.8658597247763684,0.44083510574683277,-0.9030243737843592,2.563349037598567,1.0481967035718418,-0.17262304411335433,0.2563629765135095,-0.3430545171151312,-1.264320844208713,1.0459334322756362,0.9898935209131399,-1.4865120167259684,-1.8464055830148063,-1.5760818270041133,-1.067902588228398
-11.58119930578898,1.6177601097561631,2.6184699517653534,1.3221184424275618,0.08861508529662744,-0.9695005331403104,2.4450552428955943,1.2192951780450805,0.6183012391256558,1.1743933067488679,-0.4300495480788468,-1.7918465367792469,1.6713154162331376,1.2511681671019619,-0.8665134307788613,-1.4478809321578994,-1.521489728607264,-0.9229155201932948
-11.974715322727887,3.093458750894214,0.8863147586457397,0.11931764007698904,0.7441084453887972,-1.4238028174657236,0.42618938148173263,0.011268503649843251,-0.4829188407343475,1.0768184375320267,-0.3819102862802805,-1.748003192590722,1.5176147907187394,0.5700709961542842,-0.582067751086701,-1.1950708740550255,-1.04142814374319,-1.5816128629112747
-12.278513699047704,3.6565541453602632,1.3872572809564943,1.1295320131727316,-0.8844419072213506,-0.6386096032012882,0.3256867510642676,-0.4559944916351717,0.039473719758892724,1.4443097422087225,0.023861114588018095,-0.4088720220708068,1.2759049408486518,-0.2916161309755975,-0.2289815843625141,-1.4694594022419734,-1.7987215197979878,-1.1404370910515051
-13.34008633726373,5.098522028877254,1.0585050885692284,2.5059458700769786,-2.605482054219885,1.2728835989360974,0.05772143292221352,0.38246584068646766,0.9056711165497234,2.919902883929689,-1.007955456680735,-2.308845916079246,1.4874343510734929,1.1464692210283085,0.13382718417076453,-0.35763713487603327,0.19891980507098223,0.34990710288442833
-13.437658798159012,8.2927368427136,0.05375171769605848,1.8842352744318611,-1.1470314925738168,2.3031303971242103,-2.4591941280826717,1.0581422685270017,2.4628214054132034,1.3711635555124726,0.06106862560286495,-2.563865366655109,0.6099193532828354,0.23173013852998384,2.124422618416525,0.9170341917806685,0.11602633790295384,1.091202302280621
-12.728278236006327,10.701285263766662,0.1791690675588871,-0.7993940618103041,-0.3516175057026593,0.8699190309126502,-2.295562703478116,1.8490597785222316,-0.22391915771513893,-0.8393551505658035,0.20013330381185038,-2.7633445936762597,-0.6947102169125381,-1.6879665399891068,0.8137406942704908,-0.48163230018351527,-0.0036689651905325088,-0.42262795802260245
-13.05753635477259,5.610068973422742,-0.2223242441887085,-2.0814278350263757,-0.0726065158720293,-1.7582701135586964,0.48537778204936405,0.14719401842221333,-1.5181774768216743,0.1218718924704448,-0.6647190708193392,-0.14036969521275489,0.23320353819528652,-2.7012686572518168,2.215664213455852,-1.310445495856291,0.09003511468655052,1.0381928733889203
-14.075992127757726,1.159189824910624,-2.8346910515157346,1.6501552190827824,-0.3753416676811073,-2.638823199396809,-0.26404160650856023,-0.6222140544879657,-1.4039211449889266,0.9549859029758094,0.09773196581865767,0.8432696071695768,0.9593677662697294,-2.5077327273262684,2.3517982477119292,1.1561393303546776,-2.2419332593213896,0.5666270882412211
-13.045240960755569,0.2901514411140317,-3.430804637304981,2.1686889321706158,1.07581526958393,-1.877087430369452,-0.43325779071614773,-2.0536429670559913,-1.864965048525044,0.5244907132376706,-0.5171420129968752,-0.930306870565705,1.9170585142387848,0.6104915088523998,0.47788646402479856,-1.0153854821197288,-0.4388546672079697,0.6520598068857607
-11.999108165701463,3.4605637949912817,-4.1289841815632915,1.4719083141686788,2.2288305899003817,-0.8118739585887338,-1.38743355617525,-0.38769578160727725,-0.6547538987765338,-0.23683342747516326,0.45855754054151887,-1.8961846699557905,0.8885951304525673,-0.6262546752954973,0.20433308043316406,0.2912163924449102,-1.9204179403633348,-0.38052482608755467
